#  tai-utc.dat
#
#  This file comes from http://maia.usno.navy.mil (Click on table of leap seconds since 1961). This file may
#  also be directly downloaded from ftp://maia.usno.navy.mil/ser7/tai-utc.dat. See readme.tai-utc (located in
#  the psLib/data directory) for details.
#
#  @author Ross Harman, MHPCC
#
#  @version $Revision: 1.1 $ $Name: not supported by cvs2svn $
#  @date $Date: 2006-09-23 02:20:18 $
#
#          JD           TAI-UTC    Const 1       Const 2
#        (days)          (sec)      (none)       (none)
#         psF64	        psF64      psF64         psF64
        2437300.5      1.4228180    37300.0     0.0012960
        2437512.5      1.3728180    37300.0     0.0012960
        2437665.5      1.8458580    37665.0     0.0011232
        2438334.5      1.9458580    37665.0     0.0011232
        2438395.5      3.2401300    38761.0     0.0012960
        2438486.5      3.3401300    38761.0     0.0012960
        2438639.5      3.4401300    38761.0     0.0012960
        2438761.5      3.5401300    38761.0     0.0012960
        2438820.5      3.6401300    38761.0     0.0012960
        2438942.5      3.7401300    38761.0     0.0012960
        2439004.5      3.8401300    38761.0     0.0012960
        2439126.5      4.3131700    39126.0     0.0025920
        2439887.5      4.2131700    39126.0     0.0025920
        2441317.5     10.0000000    41317.0     0.0000000
        2441499.5     11.0000000    41317.0     0.0000000
        2441683.5     12.0000000    41317.0     0.0000000
        2442048.5     13.0000000    41317.0     0.0000000
        2442413.5     14.0000000    41317.0     0.0000000
        2442778.5     15.0000000    41317.0     0.0000000
        2443144.5     16.0000000    41317.0     0.0000000
        2443509.5     17.0000000    41317.0     0.0000000
        2443874.5     18.0000000    41317.0     0.0000000
        2444239.5     19.0000000    41317.0     0.0000000
        2444786.5     20.0000000    41317.0     0.0000000
        2445151.5     21.0000000    41317.0     0.0000000
        2445516.5     22.0000000    41317.0     0.0000000
        2446247.5     23.0000000    41317.0     0.0000000
        2447161.5     24.0000000    41317.0     0.0000000
        2447892.5     25.0000000    41317.0     0.0000000
        2448257.5     26.0000000    41317.0     0.0000000
        2448804.5     27.0000000    41317.0     0.0000000
        2449169.5     28.0000000    41317.0     0.0000000
        2449534.5     29.0000000    41317.0     0.0000000
        2450083.5     30.0000000    41317.0     0.0000000
        2450630.5     31.0000000    41317.0     0.0000000
        2451179.5     32.0000000    41317.0     0.0000000
	2453736.5     33.0000000    41317.0     0.0000000
	2454832.5     34.0000000    41317.0     0.0000000
	2456109.5     35.0000000    41317.0     0.0000000
	2457204.5     36.0000000    41317.0     0.0000000
        2457754.5     37.0000000    41317.0     0.0000000
