# Expression for the Y coordinate of the CIP in the GCRS based on the IAU2000A 
# precession-nutation model 
# 
# --------------------------------------------------------------------------------------------------------------
# 
# Y = polynomial part + non-polynomial part
# 
# --------------------------------------------------------------------------------------------------------------
# 
# --------------------------------------------------------------------------------------------------------------
# 
# Non-polynomial part (unit microarcsecond)
# (ARG being for various combination of the fundamental arguments of the nutation theory)
# 
#   Sum_i[b_{c,0})_i * cos(ARG) + b_{s,0})_i * sin(ARG)] 
# 
# + Sum_i)j=1,4 [b_{c,j})_i * t^j * cos(ARG) + b_{s,j})_i * sin(ARG)] * t^j]
# 
# The Table below provides the values for b_{s,j})_i and b_{c,j})_i
# 
# The expressions for the fundamental arguments appearing in columns 4 to 8 (luni-solar part) 
# and in columns 6 to 17 (planetary part) are those of the IERS Conventions 2000
# 
# --------------------------------------------------------------------------------------------------------------
# 
#     i    b_{s,j})_i      b_{c,j})_i    l    l'   F    D   Om L_Me L_Ve  L_E L_Ma  L_J L_Sa  L_U L_Ne  p_A
# 
# --------------------------------------------------------------------------------------------------------------
# 
0        1538.18     9205236.26    0    0    0    0    1    0    0    0    0    0    0    0    0    0
0        -458.66      573033.42    0    0    2   -2    2    0    0    0    0    0    0    0    0    0
0         137.41       97846.69    0    0    2    0    2    0    0    0    0    0    0    0    0    0
0         -29.05      -89618.24    0    0    0    0    2    0    0    0    0    0    0    0    0    0
0         -17.40       22438.42    0    1    2   -2    2    0    0    0    0    0    0    0    0    0
0          31.80       20069.50    0    0    2    0    1    0    0    0    0    0    0    0    0    0
0          36.70       12902.66    1    0    2    0    2    0    0    0    0    0    0    0    0    0
0         -13.20       -9592.72    0    1   -2    2   -2    0    0    0    0    0    0    0    0    0
0        -192.40        7387.02    0    1    0    0    0    0    0    0    0    0    0    0    0    0
0           3.92       -6918.22    0    0    2   -2    1    0    0    0    0    0    0    0    0    0
0           0.40       -5331.13    1    0   -2    0   -2    0    0    0    0    0    0    0    0    0
0          -0.90       -3323.89    1    0    0    0    1    0    0    0    0    0    0    0    0    0
0           7.50        3143.98    1    0    0    0   -1    0    0    0    0    0    0    0    0    0
0           7.80        2636.13    1    0    2    0    1    0    0    0    0    0    0    0    0    0
0          -6.60        2554.51    1    0   -2   -2   -2    0    0    0    0    0    0    0    0    0
0          -2.00       -2423.59    2    0   -2    0   -1    0    0    0    0    0    0    0    0    0
0           6.80        1645.01    0    0    2    2    2    0    0    0    0    0    0    0    0    0
0           0.00       -1387.00    0    2   -2    2   -2    0    0    0    0    0    0    0    0    0
0           5.90        1323.81    2    0    2    0    2    0    0    0    0    0    0    0    0    0
0          -0.30       -1233.89    1    0    2   -2    2    0    0    0    0    0    0    0    0    0
0           0.30       -1075.60    1    0   -2    0   -1    0    0    0    0    0    0    0    0    0
0          -4.48         852.85    0    1    0    0    1    0    0    0    0    0    0    0    0    0
0           0.10        -800.34    1    0    0   -2   -1    0    0    0    0    0    0    0    0    0
0          35.80        -674.99    1    0    0    0    0    0    0    0    0    0    0    0    0    0
0          -1.40         695.54    1    0    0   -2    1    0    0    0    0    0    0    0    0    0
0          -0.50         684.99    0    2    2   -2    2    0    0    0    0    0    0    0    0    0
0          -2.62         643.75    0    1    0    0   -1    0    0    0    0    0    0    0    0    0
0          -1.50         522.11    1    0   -2   -2   -1    0    0    0    0    0    0    0    0    0
0         273.50         164.70    0    0    1   -1    1    0    0   -1    0   -2    5    0    0    0
0           1.40         335.24    0    0    2    2    1    0    0    0    0    0    0    0    0    0
0           1.90         326.60    1    0    2    2    2    0    0    0    0    0    0    0    0    0
0           0.40         327.11    0    0    0    2    1    0    0    0    0    0    0    0    0    0
0          -0.50        -325.03    0    1    2    0    2    0    0    0    0    0    0    0    0    0
0          -0.40         307.03    0    1   -2    0   -2    0    0    0    0    0    0    0    0    0
0           0.50         304.17    2    0    0   -2   -1    0    0    0    0    0    0    0    0    0
0          -0.10        -304.46    1    0    2   -2    1    0    0    0    0    0    0    0    0    0
0          -0.40        -276.81    2    0    2   -2    2    0    0    0    0    0    0    0    0    0
0           0.90         272.05    0    0    0    2   -1    0    0    0    0    0    0    0    0    0
0           0.30         272.22    0    1   -2    2   -1    0    0    0    0    0    0    0    0    0
0           1.20         269.45    2    0    2    0    1    0    0    0    0    0    0    0    0    0
